A,B,C,D,Date,E,F,G,GeoID,H,I,J,K,L,M,N,O,P,Q,R,S,SUMLEV,T,U,V,W,Y,Z,date,state,county
20852,727,3680.0,79883.0,Apr_12_2020,20852.0,1672,8.72,17,6.6,9576,84.92,20806,45230.43,444,156.89,727,,45.0,0.16,0.01,states,162.63,5.67,14860.0,620.0,4.84,115.9,2020-04-12,Illinois,
2860,113,282.0,21775.0,Apr_12_2020,2836.0,140,5.15,32,1.8,980,52.13,2841,14952.63,67,145.65,113,,2.0,0.1,0.0,states,97.85,3.87,1747.0,87.0,2.98,59.77,2020-04-12,Nevada,
270,6,,7766.0,Apr_12_2020,272.0,15,5.88,02,0.0,87,47.54,269,26900.0,2,50.0,6,,0.0,0.04,0.0,states,36.56,0.81,137.0,4.0,0.54,18.55,2020-04-12,Alaska,
2305,18,,41931.0,Apr_12_2020,2303.0,97,4.39,49,0.0,687,42.46,2298,32828.57,10,125.0,18,,0.0,0.08,0.0,states,75.69,0.59,1418.0,13.0,0.43,46.56,2020-04-12,Utah,
985,23,,9996.0,Apr_12_2020,929.0,56,6.03,33,0.0,316,47.23,978,13971.43,14,155.56,23,,0.0,0.07,0.0,states,73.31,1.71,618.0,20.0,1.49,46.0,2020-04-12,New Hampshire,
5273,141,751.0,34711.0,Apr_12_2020,5274.0,197,3.88,51,8.46,2637,100.04,5243,17476.67,89,171.15,141,,11.0,0.06,0.0,states,62.67,1.68,4024.0,114.0,1.35,47.83,2020-04-12,Virginia,
25475,756,2514.0,91463.0,Apr_12_2020,25381.0,2615,11.44,25,10.2,12975,103.8,25352,20611.38,525,227.27,756,,70.0,0.37,0.01,states,372.98,11.07,18855.0,667.0,9.77,276.05,2020-04-12,Massachusetts,
20595,840,2084.0,83450.0,Apr_12_2020,20595.0,581,2.9,22,4.22,7581,58.25,20559,57108.33,363,76.1,840,,34.0,0.44,0.02,states,441.61,18.01,15358.0,600.0,12.87,329.32,2020-04-12,Louisiana,
805,18,,9900.0,Apr_12_2020,791.0,87,12.12,31,0.0,428,113.53,778,2881.48,10,125.0,18,,0.0,0.04,0.0,states,42.26,0.95,606.0,14.0,0.74,31.82,2020-04-12,Nebraska,
633,19,,6088.0,Apr_12_2020,633.0,17,2.76,23,0.0,163,34.68,631,31550.0,9,90.0,19,,0.0,0.05,0.0,states,47.49,1.43,330.0,14.0,1.05,24.76,2020-04-12,Maine,
308,8,12.0,10042.0,Apr_12_2020,308.0,15,5.12,38,14.29,101,48.79,307,30700.0,5,166.67,8,,1.0,0.04,0.0,states,40.95,1.06,182.0,5.0,0.66,24.2,2020-04-12,North Dakota,
6605,253,,56639.0,Apr_12_2020,6604.0,354,5.66,39,2.43,2562,63.37,6592,50707.69,134,112.61,253,,6.0,0.06,0.0,states,56.73,2.17,4406.0,198.0,1.7,37.85,2020-04-12,Ohio,
10414,511,642.0,126300.0,Apr_12_2020,10657.0,187,1.83,53,2.61,2429,30.42,9903,1937.96,167,48.55,474,1281.08,13.0,0.14,0.01,states,142.77,7.01,5121.0,285.0,3.91,70.21,2020-04-12,Washington,
5144,107,324.0,65369.0,Apr_12_2020,5308.0,161,3.23,47,0.0,1606,45.39,5118,19684.62,57,114.0,107,,0.0,0.08,0.0,states,77.34,1.61,3095.0,94.0,1.41,46.53,2020-04-12,Tennessee,
1587,41,129.0,16005.0,Apr_12_2020,1587.0,77,5.1,19,20.59,719,82.83,1570,9235.29,19,86.36,41,,7.0,0.05,0.0,states,50.66,1.31,1089.0,34.0,1.09,34.76,2020-04-12,Iowa,
8225,236,,41539.0,Apr_12_2020,8225.0,531,6.9,24,14.01,4616,127.9,8207,45594.44,168,247.06,236,,29.0,0.14,0.0,states,137.0,3.93,6563.0,218.0,3.63,109.32,2020-04-12,Maryland,
4160,116,988.0,41040.0,Apr_12_2020,4160.0,136,3.38,29,0.0,1793,75.75,4156,103900.0,64,123.08,116,,0.0,0.07,0.0,states,68.31,1.9,2810.0,101.0,1.66,46.14,2020-04-12,Missouri,
61850,2350,7604.0,64885.0,Apr_12_2020,61850.0,3699,6.36,34,7.65,24345,64.91,61800,123600.0,1433,156.27,2349,234900.0,167.0,0.7,0.03,states,696.36,26.46,43154.0,2083.0,23.45,485.87,2020-04-12,New Jersey,
497,9,,17482.0,Apr_12_2020,486.0,13,2.69,15,12.5,128,34.69,495,24750.0,5,125.0,9,,1.0,0.03,0.0,states,34.95,0.63,273.0,8.0,0.56,19.2,2020-04-12,Hawaii,
387,6,22.0,8526.0,Apr_12_2020,387.0,10,2.65,30,0.0,89,29.87,383,9575.0,0,0.0,6,,0.0,0.04,0.0,states,37.15,0.58,189.0,1.0,0.1,18.14,2020-04-12,Montana,
13776,288,1338.0,111049.0,Apr_12_2020,13484.0,568,4.3,48,8.68,6659,93.56,13718,23651.72,152,111.76,288,,23.0,0.05,0.0,states,49.4,1.03,10188.0,231.0,0.83,36.54,2020-04-12,Texas,
12035,554,1654.0,29185.0,Apr_12_2020,12035.0,525,4.56,09,12.15,6360,112.07,12024,109309.09,365,193.12,554,,60.0,0.34,0.02,states,336.03,15.47,8907.0,485.0,13.54,248.69,2020-04-12,Connecticut,
1337,56,,11916.0,Apr_12_2020,1337.0,55,4.29,20,1.82,568,73.86,1331,22183.33,33,143.48,55,5500.0,1.0,0.05,0.0,states,45.96,1.93,902.0,46.0,1.58,31.01,2020-04-12,Kansas,
615,8,81.0,15646.0,Apr_12_2020,611.0,22,3.71,54,33.33,290,89.23,0,,5,166.67,0,,2.0,0.03,0.0,states,33.62,0.44,453.0,7.0,0.38,24.77,2020-04-12,West Virginia,
1625,35,190.0,9624.0,Apr_12_2020,1479.0,146,9.87,10,6.06,952,141.46,1621,40525.0,21,150.0,35,,2.0,0.17,0.0,states,171.14,3.69,1306.0,25.0,2.63,137.55,2020-04-12,Delaware,
729,6,,7823.0,Apr_12_2020,730.0,103,16.45,46,0.0,489,203.75,720,8000.0,4,200.0,5,500.0,0.0,0.08,0.0,states,84.35,0.69,622.0,5.0,0.58,71.97,2020-04-12,South Dakota,
1457,27,63.0,12901.0,Apr_12_2020,1407.0,19,1.32,16,0.0,357,32.45,1456,145600.0,17,170.0,27,,0.0,0.09,0.0,states,86.32,1.6,931.0,18.0,1.07,55.16,2020-04-12,Idaho,
23323,676,5234.0,168534.0,Apr_12_2020,21794.0,902,4.02,06,6.96,8121,53.42,23003,7188.44,325,92.59,671,13420.0,44.0,0.06,0.0,states,59.58,1.73,14740.0,492.0,1.26,37.65,2020-04-12,California,
7990,405,,34561.0,Apr_12_2020,7928.0,496,6.62,18,4.11,3553,80.08,7978,66483.33,254,168.21,405,,16.0,0.12,0.01,states,120.38,6.1,5813.0,344.0,5.18,87.58,2020-04-12,Indiana,
7303,290,822.0,27980.0,Apr_12_2020,6893.0,410,5.95,08,5.84,2353,47.54,7225,9262.82,150,107.14,288,14400.0,16.0,0.13,0.01,states,132.03,5.24,4313.0,221.0,4.0,77.98,2020-04-12,Colorado,
1963,98,271.0,22727.0,Apr_12_2020,1840.0,112,6.05,21,4.26,915,87.31,1952,17745.45,54,122.73,98,,4.0,0.04,0.0,states,44.21,2.21,1373.0,80.0,1.8,30.92,2020-04-12,Kentucky,
51,1,3.0,299.0,Apr_12_2020,51.0,0,0.0,78,0.0,9,21.43,0,,1,,0,,0.0,,,states,,,21.0,1.0,,,2020-04-12,Virgin Islands,
1621,70,157.0,38030.0,Apr_12_2020,1864.0,194,13.59,27,9.38,686,73.37,1607,11478.57,41,141.38,70,,6.0,0.03,0.0,states,29.33,1.27,992.0,58.0,1.05,17.95,2020-04-12,Minnesota,
191425,12116,18707.0,272907.0,Apr_12_2020,188694.0,8435,4.61,36,8.58,67340,54.27,191004,45369.12,6781,127.1,12116,,957.0,0.98,0.06,states,975.74,61.76,115214.0,10187.0,51.93,587.27,2020-04-12,New York,
897,44,,5819.0,Apr_12_2020,897.0,109,13.83,72,4.76,422,88.84,894,29800.0,24,120.0,44,,2.0,0.03,0.0,states,26.48,1.3,658.0,36.0,1.06,19.43,2020-04-12,Puerto Rico,
22955,525,2097.0,102057.0,Apr_12_2020,22833.0,1181,5.42,42,1.94,11365,98.06,22914,55887.8,366,230.19,525,,10.0,0.18,0.0,states,179.46,4.1,17958.0,453.0,3.54,140.39,2020-04-12,Pennsylvania,
12103,438,,42001.0,Apr_12_2020,12452.0,-158,-1.29,13,1.39,5361,79.52,12062,29419.51,219,100.0,437,43700.0,6.0,0.12,0.0,states,117.53,4.25,7987.0,312.0,3.03,77.56,2020-04-12,Georgia,
364,0,,5198.0,Apr_12_2020,364.0,21,6.12,56,0.0,164,82.0,362,18100.0,0,,0,,0.0,0.06,0.0,states,62.56,0.0,243.0,0.0,0.0,41.76,2020-04-12,Wyoming,
1245,26,78.0,27518.0,Apr_12_2020,1174.0,71,6.05,35,30.0,621,99.52,1235,12350.0,14,116.67,26,,6.0,0.06,0.0,states,59.5,1.24,930.0,21.0,1.0,44.45,2020-04-12,New Mexico,
3583,93,290.0,18058.0,Apr_12_2020,3525.0,321,9.84,01,0.0,1743,94.73,3577,59616.67,48,106.67,93,,0.0,0.07,0.0,states,73.65,1.91,2584.0,79.0,1.62,53.12,2020-04-12,Alabama,
716,5,13.0,693.0,Apr_12_2020,133.0,35,5.14,66,0.0,451,170.19,0,,1,25.0,0,,0.0,,,states,,,577.0,3.0,,,2020-04-12,Guam,
1527,52,295.0,28231.0,Apr_12_2020,1527.0,80,5.53,41,1.96,459,42.98,1497,4990.0,25,92.59,52,,1.0,0.04,0.0,states,37.41,1.27,837.0,34.0,0.83,20.5,2020-04-12,Oregon,
11,2,,27.0,Apr_12_2020,11.0,0,0.0,69,0.0,3,37.5,0,,1,100.0,0,,0.0,,,states,,,9.0,2.0,,,2020-04-12,Northern Mariana Islands,
1955,52,295.0,8979.0,Apr_13_2020,1955.0,80,4.27,11,4.0,858,78.21,1939,12118.75,28,116.67,52,,2.0,0.29,0.01,states,285.61,7.6,1460.0,43.0,6.28,213.29,2020-04-13,District of Columbia,
2069,98,383.0,20790.0,Apr_13_2020,2069.0,99,5.03,40,2.08,743,56.03,2065,51625.0,47,92.16,98,,2.0,0.05,0.0,states,52.81,2.5,1503.0,75.0,1.91,38.36,2020-04-13,Oklahoma,
3428,155,431.0,36769.0,Apr_13_2020,4080.0,87,2.6,55,6.9,988,40.49,3401,12596.3,72,86.75,155,,10.0,0.06,0.0,states,59.32,2.68,2077.0,130.0,2.25,35.94,2020-04-13,Wisconsin,
1475,30,74.0,19394.0,Apr_13_2020,1410.0,195,15.23,05,11.11,548,59.12,1466,16288.89,14,87.5,30,,3.0,0.05,0.0,states,49.32,1.0,911.0,22.0,0.74,30.46,2020-04-13,Arkansas,
748,27,33.0,9275.0,Apr_13_2020,761.0,21,2.89,50,3.85,205,37.75,743,14860.0,4,17.39,27,,1.0,0.12,0.0,states,119.68,4.32,455.0,14.0,2.24,72.8,2020-04-13,Vermont,
21011,498,,175606.0,Apr_13_2020,19213.0,1156,5.82,12,8.26,7390,54.25,20941,29915.71,245,96.84,495,16500.0,38.0,0.1,0.0,states,102.0,2.42,14269.0,413.0,2.01,69.27,2020-04-13,Florida,
3439,87,,28106.0,Apr_13_2020,3319.0,120,3.62,45,6.1,1207,54.08,3420,18000.0,39,81.25,87,,5.0,0.07,0.0,states,69.39,1.76,2356.0,65.0,1.31,47.54,2020-04-13,South Carolina,
4788,91,313.0,58572.0,Apr_13_2020,4816.0,268,5.93,37,5.81,1918,66.83,4763,19052.0,49,116.67,91,,5.0,0.05,0.0,states,47.15,0.9,3261.0,81.0,0.8,32.11,2020-04-13,North Carolina,
2942,98,,28042.0,Apr_13_2020,2942.0,161,5.79,28,2.08,1204,69.28,2936,48933.33,47,92.16,98,,2.0,0.1,0.0,states,98.44,3.28,2005.0,78.0,2.61,67.08,2020-04-13,Mississippi,
25490,1603,3986.0,67063.0,Apr_13_2020,32702.0,994,4.06,26,7.73,8361,48.81,25457,77142.42,876,120.5,1603,,115.0,0.26,0.02,states,255.99,16.1,17861.0,1339.0,13.45,179.37,2020-04-13,Michigan,
3702,122,525.0,39645.0,Apr_13_2020,3702.0,163,4.61,04,4.27,1236,50.12,3690,30750.0,55,82.09,122,,5.0,0.05,0.0,states,53.29,1.76,2404.0,98.0,1.41,34.61,2020-04-13,Arizona,
22025,800,3680.0,83743.0,Apr_13_2020,22025.0,1173,5.63,17,10.04,9763,79.62,21959,33271.21,491,158.9,800,,73.0,0.17,0.01,states,171.78,6.24,16033.0,693.0,5.4,125.05,2020-04-13,Illinois,
3036,114,,22493.0,Apr_13_2020,2971.0,176,6.15,32,0.88,1065,54.03,3015,14357.14,56,96.55,114,,1.0,0.1,0.0,states,103.87,3.9,1923.0,88.0,3.01,65.79,2020-04-13,Nevada,
2976,73,197.0,19431.0,Apr_13_2020,3329.0,311,11.67,44,15.87,1894,175.05,2956,14780.0,46,170.37,73,,10.0,0.28,0.01,states,281.66,6.91,2488.0,65.0,6.15,235.47,2020-04-13,Rhode Island,
275,6,,7553.0,Apr_13_2020,277.0,5,1.85,02,0.0,86,45.5,274,27400.0,2,50.0,6,,0.0,0.04,0.0,states,37.24,0.81,142.0,4.0,0.54,19.23,2020-04-13,Alaska,
2368,18,,43424.0,Apr_13_2020,2363.0,63,2.73,49,0.0,706,42.48,2347,11176.19,5,38.46,18,,0.0,0.08,0.0,states,77.76,0.59,1481.0,13.0,0.43,48.63,2020-04-13,Utah,
1020,23,,10222.0,Apr_13_2020,985.0,35,3.55,33,0.0,305,42.66,1013,14471.43,14,155.56,23,,0.0,0.08,0.0,states,75.91,1.71,653.0,20.0,1.49,48.6,2020-04-13,New Hampshire,
5746,149,1238.0,35654.0,Apr_13_2020,5747.0,473,8.97,51,5.67,2869,99.72,5704,13580.95,95,175.93,148,14800.0,8.0,0.07,0.0,states,68.29,1.77,4497.0,122.0,1.45,53.45,2020-04-13,Virginia,
21016,884,2134.0,87075.0,Apr_13_2020,21016.0,421,2.04,22,5.24,6149,41.36,20939,27193.51,372,72.66,883,88300.0,44.0,0.45,0.02,states,450.64,18.96,15779.0,644.0,13.81,338.34,2020-04-13,Louisiana,
26867,844,3485.0,95500.0,Apr_13_2020,26794.0,1392,5.46,25,11.64,13030,94.17,26729,19368.84,584,224.62,844,,88.0,0.39,0.01,states,393.36,12.36,20247.0,755.0,11.05,296.43,2020-04-13,Massachusetts,
867,6,,8134.0,Apr_13_2020,868.0,138,18.93,46,0.0,579,201.04,858,9533.33,2,50.0,5,500.0,0.0,0.1,0.0,states,100.31,0.69,760.0,5.0,0.58,87.93,2020-04-13,South Dakota,
698,19,22.0,11608.0,Apr_13_2020,698.0,65,10.27,23,0.0,199,39.88,695,23166.67,9,90.0,19,,0.0,0.05,0.0,states,52.37,1.43,395.0,14.0,1.05,29.64,2020-04-13,Maine,
6975,274,,58137.0,Apr_13_2020,6975.0,370,5.6,39,8.3,2525,56.74,6949,26726.92,132,92.96,274,,21.0,0.06,0.0,states,59.91,2.35,4776.0,219.0,1.88,41.02,2020-04-13,Ohio,
331,9,13.0,10450.0,Apr_13_2020,331.0,23,7.47,38,12.5,106,47.11,330,33000.0,6,200.0,9,,1.0,0.04,0.0,states,44.0,1.2,205.0,6.0,0.8,27.25,2020-04-13,North Dakota,
10547,525,527.0,130515.0,Apr_13_2020,11028.0,133,1.28,53,2.74,2162,25.78,9938,1631.86,142,37.08,485,1212.5,14.0,0.14,0.01,states,144.59,7.2,5254.0,299.0,4.1,72.03,2020-04-13,Washington,
5483,114,458.0,70585.0,Apr_13_2020,5610.0,339,6.59,47,6.54,1730,46.1,5451,17034.38,49,75.38,114,,7.0,0.08,0.0,states,82.44,1.71,3434.0,101.0,1.52,51.63,2020-04-13,Tennessee,
8936,262,,42815.0,Apr_13_2020,8936.0,711,8.64,24,11.02,4891,120.91,8909,32996.3,170,184.78,262,,26.0,0.15,0.0,states,148.85,4.36,7274.0,244.0,4.06,121.16,2020-04-13,Maryland,
394,7,21.0,8704.0,Apr_13_2020,394.0,7,1.81,30,16.67,75,23.51,388,6466.67,1,16.67,7,,1.0,0.04,0.0,states,37.82,0.67,196.0,2.0,0.19,18.81,2020-04-13,Montana,
1710,44,142.0,16986.0,Apr_13_2020,1710.0,123,7.75,19,7.32,764,80.76,1692,9400.0,19,76.0,44,,3.0,0.05,0.0,states,54.59,1.4,1212.0,37.0,1.18,38.69,2020-04-13,Iowa,
64584,2443,7781.0,64885.0,Apr_13_2020,64584.0,2734,4.42,34,3.96,23494,57.18,64509,86012.0,1438,143.08,2441,122050.0,93.0,0.73,0.03,states,727.15,27.51,45888.0,2176.0,24.5,516.65,2020-04-13,New Jersey,
502,9,,18345.0,Apr_13_2020,499.0,5,1.01,15,0.0,117,30.39,498,12450.0,4,80.0,9,,0.0,0.04,0.0,states,35.3,0.63,278.0,8.0,0.56,19.55,2020-04-13,Hawaii,
24334,725,3015.0,168534.0,Apr_13_2020,22348.0,1011,4.33,06,7.25,7973,48.73,23953,6286.88,339,87.82,720,14400.0,49.0,0.06,0.0,states,62.16,1.85,15751.0,541.0,1.38,40.23,2020-04-13,California,
14487,320,1176.0,119320.0,Apr_13_2020,13906.0,711,5.16,48,11.11,6337,77.75,14418,20895.65,161,101.26,320,,32.0,0.05,0.0,states,51.95,1.15,10899.0,263.0,0.94,39.09,2020-04-13,Texas,
13381,602,1760.0,30928.0,Apr_13_2020,13381.0,1346,11.18,09,8.66,6475,93.76,13361,66805.0,396,192.23,602,,48.0,0.37,0.02,states,373.61,16.81,10253.0,533.0,14.88,286.28,2020-04-13,Connecticut,
638,9,95.0,16029.0,Apr_13_2020,626.0,23,3.74,54,12.5,291,83.86,0,,5,125.0,0,,1.0,0.03,0.0,states,34.88,0.49,476.0,8.0,0.44,26.02,2020-04-13,West Virginia,
1384,63,,12488.0,Apr_13_2020,1376.0,47,3.52,20,12.5,530,62.06,1376,17200.0,38,152.0,62,6200.0,7.0,0.05,0.0,states,47.58,2.17,949.0,53.0,1.82,32.63,2020-04-13,Kansas,
1761,41,201.0,10195.0,Apr_13_2020,1625.0,136,8.37,10,17.14,978,124.9,1757,43925.0,26,173.33,41,,6.0,0.19,0.0,states,185.47,4.32,1442.0,31.0,3.26,151.87,2020-04-13,Delaware,
1499,33,62.0,13455.0,Apr_13_2020,1426.0,42,2.88,16,22.22,329,28.12,1494,29880.0,20,153.85,33,,6.0,0.09,0.0,states,88.81,1.96,973.0,24.0,1.42,57.65,2020-04-13,Idaho,
870,19,,10158.0,Apr_13_2020,814.0,65,8.07,31,5.56,432,98.63,841,2900.0,9,90.0,19,,1.0,0.05,0.0,states,45.68,1.0,671.0,15.0,0.79,35.23,2020-04-13,Nebraska,
4388,136,988.0,41040.0,Apr_13_2020,4388.0,228,5.48,29,17.24,1666,61.2,4383,87660.0,80,142.86,136,,20.0,0.07,0.0,states,72.05,2.23,3038.0,121.0,1.99,49.88,2020-04-13,Missouri,
8300,414,,36303.0,Apr_13_2020,8236.0,310,3.88,18,2.22,3314,66.47,8285,55233.33,243,142.11,414,,9.0,0.13,0.01,states,125.05,6.24,6123.0,353.0,5.32,92.25,2020-04-13,Indiana,
7691,308,842.0,29850.0,Apr_13_2020,7684.0,388,5.31,08,6.21,2519,48.7,7588,7366.99,158,105.33,306,15300.0,18.0,0.14,0.01,states,139.05,5.57,4701.0,239.0,4.32,84.99,2020-04-13,Colorado,
1650,70,157.0,38667.0,Apr_13_2020,2012.0,29,1.79,27,0.0,664,67.34,1629,7757.14,40,133.33,70,,0.0,0.03,0.0,states,29.85,1.27,1021.0,58.0,1.05,18.47,2020-04-13,Minnesota,
1584,53,321.0,29537.0,Apr_13_2020,1584.0,57,3.73,41,1.92,452,39.93,1548,4300.0,24,82.76,52,5200.0,1.0,0.04,0.0,states,38.81,1.3,894.0,35.0,0.86,21.9,2020-04-13,Oregon,
903,45,,5960.0,Apr_13_2020,903.0,6,0.67,72,2.27,390,76.02,899,22475.0,24,114.29,45,,1.0,0.03,0.0,states,26.66,1.33,664.0,37.0,1.09,19.6,2020-04-13,Puerto Rico,
13125,479,,43706.0,Apr_13_2020,13315.0,1022,8.44,13,9.36,5567,73.66,13060,20092.31,185,62.93,478,47800.0,41.0,0.13,0.0,states,127.46,4.65,9009.0,353.0,3.43,87.49,2020-04-13,Georgia,
373,1,,5689.0,Apr_13_2020,373.0,9,2.47,56,0.0,160,75.12,370,12333.33,1,,1,,1.0,0.06,0.0,states,64.11,0.17,252.0,1.0,0.17,43.31,2020-04-13,Wyoming,
51,1,,322.0,Apr_13_2020,51.0,0,0.0,78,0.0,7,15.91,50,5000.0,0,0.0,1,,0.0,,,states,,,21.0,1.0,,,2020-04-13,Virgin Islands,
1345,31,80.0,29270.0,Apr_13_2020,1245.0,100,8.03,35,19.23,659,96.06,1332,10246.15,19,158.33,31,,5.0,0.06,0.0,states,64.28,1.48,1030.0,26.0,1.24,49.22,2020-04-13,New Mexico,
24295,563,2243.0,105593.0,Apr_13_2020,24199.0,1340,5.84,42,7.24,11220,85.81,24248,51591.49,393,231.18,563,,38.0,0.19,0.0,states,189.94,4.4,19298.0,491.0,3.84,150.87,2020-04-13,Pennsylvania,
3805,104,380.0,25448.0,Apr_13_2020,3734.0,222,6.2,01,11.83,1800,89.78,3793,31608.33,51,96.23,104,,11.0,0.08,0.0,states,78.22,2.14,2806.0,90.0,1.85,57.68,2020-04-13,Alabama,
719,6,12.0,770.0,Apr_13_2020,133.0,3,0.42,66,20.0,453,170.3,0,,2,50.0,0,,1.0,,,states,,,580.0,4.0,,,2020-04-13,Guam,
197973,12998,18825.0,283326.0,Apr_13_2020,195031.0,6548,3.42,36,7.28,64584,48.42,197363,32354.59,6849,111.38,12996,649800.0,882.0,1.01,0.07,states,1009.12,66.25,121762.0,11069.0,56.42,620.65,2020-04-13,New York,
11,2,,27.0,Apr_13_2020,11.0,0,0.0,69,0.0,3,37.5,0,,1,100.0,0,,0.0,,,states,,,9.0,2.0,,,2020-04-13,Northern Mariana Islands,
2048,106,289.0,23903.0,Apr_13_2020,1963.0,85,4.33,21,8.16,991,93.76,2030,11277.78,54,103.85,106,,8.0,0.05,0.0,states,46.12,2.39,1458.0,88.0,1.98,32.84,2020-04-13,Kentucky,
752,28,64.0,9491.0,Apr_14_2020,770.0,4,0.53,50,3.7,177,30.78,744,9300.0,5,21.74,28,,1.0,0.12,0.0,states,120.32,4.48,459.0,15.0,2.4,73.44,2020-04-14,Vermont,
6173,154,1282.0,36592.0,Apr_14_2020,6171.0,427,7.43,51,3.36,2841,85.26,6128,13617.78,85,123.19,153,15300.0,5.0,0.07,0.0,states,73.37,1.83,4924.0,127.0,1.51,58.52,2020-04-14,Virginia,
2058,67,295.0,9226.0,Apr_14_2020,2058.0,103,5.27,11,28.85,847,69.94,2041,12005.88,43,179.17,67,,15.0,0.3,0.01,states,300.66,9.79,1563.0,58.0,8.47,228.34,2020-04-14,District of Columbia,
21518,1013,1977.0,96904.0,Apr_14_2020,21518.0,502,2.39,22,14.59,5234,32.14,21415,20791.26,431,74.05,1011,50550.0,129.0,0.46,0.02,states,461.4,21.72,16281.0,773.0,16.58,349.11,2020-04-14,Louisiana,
930,21,,10486.0,Apr_14_2020,871.0,60,6.9,31,10.53,439,89.41,899,2900.0,9,75.0,21,,2.0,0.05,0.0,states,48.83,1.1,731.0,17.0,0.89,38.38,2020-04-14,Nebraska,
1926,43,204.0,10543.0,Apr_14_2020,1761.0,165,9.37,10,4.88,998,107.54,1919,27414.29,27,168.75,43,,2.0,0.2,0.0,states,202.84,4.53,1607.0,33.0,3.48,169.25,2020-04-14,Delaware,
13989,671,1779.0,31852.0,Apr_14_2020,13989.0,608,4.54,09,11.46,6208,79.78,13963,53703.85,394,142.24,671,,69.0,0.39,0.02,states,390.59,18.74,10861.0,602.0,16.81,303.25,2020-04-14,Connecticut,
399,7,24.0,8835.0,Apr_14_2020,399.0,5,1.27,30,0.0,80,25.08,393,6550.0,1,16.67,7,,0.0,0.04,0.0,states,38.3,0.67,201.0,2.0,0.19,19.29,2020-04-14,Montana,
7941,329,888.0,31051.0,Apr_14_2020,7691.0,250,3.25,08,6.82,2512,46.27,7805,5738.97,150,83.8,327,16350.0,21.0,0.14,0.01,states,143.57,5.95,4951.0,260.0,4.7,89.51,2020-04-14,Colorado,
21620,570,,181813.0,Apr_14_2020,20135.0,609,2.9,12,14.46,6881,46.69,21511,19734.86,275,93.22,567,18900.0,72.0,0.1,0.0,states,104.96,2.77,14878.0,485.0,2.35,72.23,2020-04-14,Florida,
734,20,58.0,11608.0,Apr_14_2020,734.0,36,5.16,23,5.26,215,41.43,722,6016.67,8,66.67,20,,1.0,0.06,0.0,states,55.07,1.5,431.0,15.0,1.13,32.34,2020-04-14,Maine,
9472,302,,44261.0,Apr_14_2020,9472.0,536,6.0,24,15.27,5101,116.7,9440,29500.0,198,190.38,302,,40.0,0.16,0.01,states,157.78,5.03,7810.0,284.0,4.73,130.09,2020-04-14,Maryland,
25758,778,5163.0,178870.0,Apr_14_2020,23338.0,1424,5.85,06,7.31,8218,46.85,25280,5288.7,331,74.05,772,12866.67,53.0,0.07,0.0,states,65.8,1.99,17175.0,594.0,1.52,43.87,2020-04-14,California,
4686,151,1041.0,43292.0,Apr_14_2020,4686.0,298,6.79,29,11.03,1649,54.3,4681,93620.0,71,88.75,151,,15.0,0.08,0.0,states,76.95,2.48,3336.0,136.0,2.23,54.78,2020-04-14,Missouri,
697,10,87.0,16398.0,Apr_14_2020,640.0,59,9.25,54,11.11,284,68.77,0,,6,150.0,0,,1.0,0.04,0.0,states,38.11,0.55,535.0,9.0,0.49,29.25,2020-04-14,West Virginia,
28163,957,3616.0,98820.0,Apr_14_2020,28109.0,1296,4.82,25,13.39,12961,85.26,27999,17072.56,601,168.82,957,,113.0,0.41,0.01,states,412.33,14.01,21543.0,868.0,12.71,315.41,2020-04-14,Massachusetts,
3555,172,441.0,37997.0,Apr_14_2020,4246.0,127,3.7,55,10.97,977,37.9,3522,10672.73,78,82.98,172,,17.0,0.06,0.0,states,61.52,2.98,2204.0,147.0,2.54,38.14,2020-04-14,Wisconsin,
1498,32,81.0,19651.0,Apr_14_2020,1480.0,23,1.56,05,6.67,501,50.25,1482,9262.5,14,77.78,32,,2.0,0.05,0.0,states,50.09,1.07,934.0,24.0,0.8,31.23,2020-04-14,Arkansas,
26845,1767,3910.0,70675.0,Apr_14_2020,33613.0,1355,5.32,26,10.23,7994,42.41,26792,50550.94,922,109.11,1767,,164.0,0.27,0.02,states,269.6,17.75,19216.0,1503.0,15.09,192.98,2020-04-14,Michigan,
3087,111,,34791.0,Apr_14_2020,3087.0,145,4.93,28,13.27,1172,61.2,3077,30770.0,52,88.14,111,,13.0,0.1,0.0,states,103.29,3.71,2150.0,91.0,3.04,71.94,2020-04-14,Mississippi,
10711,552,387.0,134871.0,Apr_14_2020,11330.0,164,1.55,53,5.14,2028,23.36,10036,1486.81,143,34.96,510,1214.29,27.0,0.15,0.01,states,146.84,7.57,5418.0,326.0,4.47,74.28,2020-04-14,Washington,
3137,130,,23573.0,Apr_14_2020,3088.0,101,3.33,32,14.04,1036,49.31,3111,11965.38,70,116.67,130,,16.0,0.11,0.0,states,107.33,4.45,2024.0,104.0,3.56,69.25,2020-04-14,Nevada,
1091,27,72.0,10590.0,Apr_14_2020,1020.0,71,6.96,33,17.39,344,46.05,1078,8292.31,14,107.69,27,,4.0,0.08,0.0,states,81.2,2.01,724.0,24.0,1.79,53.88,2020-04-14,New Hampshire,
2420,19,,44064.0,Apr_14_2020,2412.0,52,2.2,49,5.56,683,39.32,2391,8244.83,6,46.15,19,,1.0,0.08,0.0,states,79.47,0.62,1533.0,14.0,0.46,50.34,2020-04-14,Utah,
